"SEGMENTID","ONSTREETNAME","FROMSTREETNAME","TOSTREETNAME","BOROUGH_CODE","WORK_START_DATE","WORK_END_DATE","PURPOSE"
9002564,"WEST   65 STREET","AMSTERDAM AVENUE","WEST END AVENUE","M",2017-10-08,2017-10-09,"PLACE CRANE OR SHOVEL ON STREET"
9002565,"WEST   65 STREET","AMSTERDAM AVENUE","WEST END AVENUE","M",2017-10-08,2017-10-09,"OCCUPANCY OF ROADWAY AS STIPULATED"
9002565,"WEST   65 STREET","AMSTERDAM AVENUE","WEST END AVENUE","M",2017-10-08,2017-10-09,"OCCUPANCY OF SIDEWALK AS STIPULATED"
9002565,"WEST   65 STREET","AMSTERDAM AVENUE","WEST END AVENUE","M",2017-10-08,2017-10-09,"PLACE CRANE OR SHOVEL ON STREET"
185569,"WEST  238 STREET","BEND","BEND","X",2017-10-08,2017-12-06,"OCCUPANCY OF ROADWAY AS STIPULATED"
110986,"EAST  126 STREET","1 AVENUE","HRD NB ENTRANCE E  126 ST","M",2017-10-07,2017-10-17,"PLACE CRANE OR SHOVEL ON STREET"
297696,"WEST   33 STREET","5 AVENUE","BROADWAY","M",2017-10-07,2017-10-16,"OCCUPANCY OF ROADWAY AS STIPULATED"
297696,"WEST   33 STREET","5 AVENUE","BROADWAY","M",2017-10-07,2017-10-16,"OCCUPANCY OF SIDEWALK AS STIPULATED"
297696,"WEST   33 STREET","5 AVENUE","BROADWAY","M",2017-10-07,2017-10-16,"PLACE CRANE OR SHOVEL ON STREET"
297697,"WEST   33 STREET","5 AVENUE","BROADWAY","M",2017-10-07,2017-10-16,"OCCUPANCY OF ROADWAY AS STIPULATED"
297697,"WEST   33 STREET","5 AVENUE","BROADWAY","M",2017-10-07,2017-10-16,"OCCUPANCY OF SIDEWALK AS STIPULATED"
297697,"WEST   33 STREET","5 AVENUE","BROADWAY","M",2017-10-07,2017-10-16,"PLACE CRANE OR SHOVEL ON STREET"
32614,"WEST   10 STREET","5 AVENUE","6 AVENUE","M",2017-10-07,2017-10-16,"PLACE CRANE OR SHOVEL ON STREET"
33157,"GRAMERCY PARK","EAST   20 STREET","EAST   21 STREET","M",2017-10-07,2017-10-16,"OCCUPANCY OF ROADWAY AS STIPULATED"
33655,"WEST   30 STREET","8 AVENUE","9 AVENUE","M",2017-10-07,2017-10-09,"OCCUPANCY OF ROADWAY AS STIPULATED"
32614,"WEST   10 STREET","5 AVENUE","6 AVENUE","M",2017-10-07,2017-10-16,"OCCUPANCY OF ROADWAY AS STIPULATED"
35959,"EAST   45 STREET","2 AVENUE","3 AVENUE","M",2017-10-07,2017-10-09,"OCCUPANCY OF ROADWAY AS STIPULATED"
35959,"EAST   45 STREET","2 AVENUE","3 AVENUE","M",2017-10-07,2017-10-09,"OCCUPANCY OF SIDEWALK AS STIPULATED"
32823,"WEST   21 STREET","5 AVENUE","6 AVENUE","M",2017-10-07,2017-10-16,"OCCUPANCY OF ROADWAY AS STIPULATED"
32823,"WEST   21 STREET","5 AVENUE","6 AVENUE","M",2017-10-07,2017-10-16,"PLACE CRANE OR SHOVEL ON STREET"
33146,"GRAMERCY PARK","EAST   20 STREET","EAST   21 STREET","M",2017-10-07,2017-10-16,"OCCUPANCY OF ROADWAY AS STIPULATED"
33146,"GRAMERCY PARK","EAST   20 STREET","EAST   21 STREET","M",2017-10-07,2017-10-16,"OCCUPANCY OF SIDEWALK AS STIPULATED"
33146,"GRAMERCY PARK","EAST   20 STREET","EAST   21 STREET","M",2017-10-07,2017-10-16,"PLACE EQUIPMENT OTHER THAN CRANE OR SHOV"
33157,"GRAMERCY PARK","EAST   20 STREET","EAST   21 STREET","M",2017-10-07,2017-10-16,"OCCUPANCY OF SIDEWALK AS STIPULATED"
71743,"EAST  162 STREET","GRANT AVENUE","MORRIS AVENUE","X",2017-10-07,2017-10-16,"OCCUPANCY OF ROADWAY AS STIPULATED"
71743,"EAST  162 STREET","GRANT AVENUE","MORRIS AVENUE","X",2017-10-07,2017-10-16,"PLACE CRANE OR SHOVEL ON STREET"
9000564,"WEST   25 STREET","MERMAID AVENUE","SURF AVENUE","B",2017-10-07,2017-10-09,"OCCUPANCY OF SIDEWALK AS STIPULATED"
110986,"EAST  126 STREET","1 AVENUE","HRD NB ENTRANCE E  126 ST","M",2017-10-07,2017-10-17,"OCCUPANCY OF ROADWAY AS STIPULATED"
18370,"WEST   25 STREET","MERMAID AVENUE","SURF AVENUE","B",2017-10-07,2017-10-09,"OCCUPANCY OF SIDEWALK AS STIPULATED"
32057,"LEONARD STREET","BENSON PLACE","LAFAYETTE STREET","M",2017-10-07,2017-10-08,"PLACE EQUIPMENT OTHER THAN CRANE OR SHOV"
33157,"GRAMERCY PARK","EAST   20 STREET","EAST   21 STREET","M",2017-10-07,2017-10-16,"PLACE EQUIPMENT OTHER THAN CRANE OR SHOV"
69103,"EAST  129 STREET","5 AVENUE","MADISON AVENUE","M",2017-10-07,2017-10-08,"OCCUPANCY OF ROADWAY AS STIPULATED"
69103,"EAST  129 STREET","5 AVENUE","MADISON AVENUE","M",2017-10-07,2017-10-08,"PLACE EQUIPMENT OTHER THAN CRANE OR SHOV"
22828,"BOND STREET","SCHERMERHORN STREET","STATE STREET","B",2017-10-07,2017-11-01,"OCCUPANCY OF ROADWAY AS STIPULATED"
22828,"BOND STREET","SCHERMERHORN STREET","STATE STREET","B",2017-10-07,2017-11-01,"PLACE EQUIPMENT OTHER THAN CRANE OR SHOV"
165476,"EAST   59 STREET","MADISON AVENUE","PARK AVENUE","M",2017-10-07,2017-10-09,"OCCUPANCY OF ROADWAY AS STIPULATED"
165476,"EAST   59 STREET","MADISON AVENUE","PARK AVENUE","M",2017-10-07,2017-10-09,"OCCUPANCY OF SIDEWALK AS STIPULATED"
165476,"EAST   59 STREET","MADISON AVENUE","PARK AVENUE","M",2017-10-07,2017-10-09,"PLACE CRANE OR SHOVEL ON STREET"
165477,"EAST   59 STREET","MADISON AVENUE","PARK AVENUE","M",2017-10-07,2017-10-09,"OCCUPANCY OF ROADWAY AS STIPULATED"
165477,"EAST   59 STREET","MADISON AVENUE","PARK AVENUE","M",2017-10-07,2017-10-09,"OCCUPANCY OF SIDEWALK AS STIPULATED"
165477,"EAST   59 STREET","MADISON AVENUE","PARK AVENUE","M",2017-10-07,2017-10-09,"PLACE CRANE OR SHOVEL ON STREET"
18370,"WEST   25 STREET","MERMAID AVENUE","SURF AVENUE","B",2017-10-07,2017-10-09,"OCCUPANCY OF ROADWAY AS STIPULATED"
18370,"WEST   25 STREET","MERMAID AVENUE","SURF AVENUE","B",2017-10-07,2017-10-09,"PLACE CRANE OR SHOVEL ON STREET"
33655,"WEST   30 STREET","8 AVENUE","9 AVENUE","M",2017-10-07,2017-10-09,"OCCUPANCY OF SIDEWALK AS STIPULATED"
33655,"WEST   30 STREET","8 AVENUE","9 AVENUE","M",2017-10-07,2017-10-09,"PLACE CRANE OR SHOVEL ON STREET"
33902,"WEST   29 STREET","6 AVENUE","BROADWAY","M",2017-10-07,2017-10-09,"OCCUPANCY OF ROADWAY AS STIPULATED"
33902,"WEST   29 STREET","6 AVENUE","BROADWAY","M",2017-10-07,2017-10-09,"OCCUPANCY OF SIDEWALK AS STIPULATED"
33902,"WEST   29 STREET","6 AVENUE","BROADWAY","M",2017-10-07,2017-10-09,"PLACE CRANE OR SHOVEL ON STREET"
35959,"EAST   45 STREET","2 AVENUE","3 AVENUE","M",2017-10-07,2017-10-09,"PLACE CRANE OR SHOVEL ON STREET"
9000564,"WEST   25 STREET","MERMAID AVENUE","SURF AVENUE","B",2017-10-07,2017-10-09,"OCCUPANCY OF ROADWAY AS STIPULATED"
9000564,"WEST   25 STREET","MERMAID AVENUE","SURF AVENUE","B",2017-10-07,2017-10-09,"PLACE CRANE OR SHOVEL ON STREET"
9000568,"WEST   25 STREET","MERMAID AVENUE","SURF AVENUE","B",2017-10-07,2017-10-09,"OCCUPANCY OF ROADWAY AS STIPULATED"
9000568,"WEST   25 STREET","MERMAID AVENUE","SURF AVENUE","B",2017-10-07,2017-10-09,"OCCUPANCY OF SIDEWALK AS STIPULATED"
9000568,"WEST   25 STREET","MERMAID AVENUE","SURF AVENUE","B",2017-10-07,2017-10-09,"PLACE CRANE OR SHOVEL ON STREET"
9000570,"WEST   25 STREET","MERMAID AVENUE","SURF AVENUE","B",2017-10-07,2017-10-09,"OCCUPANCY OF ROADWAY AS STIPULATED"
9000570,"WEST   25 STREET","MERMAID AVENUE","SURF AVENUE","B",2017-10-07,2017-10-09,"OCCUPANCY OF SIDEWALK AS STIPULATED"
9000570,"WEST   25 STREET","MERMAID AVENUE","SURF AVENUE","B",2017-10-07,2017-10-09,"PLACE CRANE OR SHOVEL ON STREET"
164556,"WEST   26 STREET","11 AVENUE","12 AVENUE","M",2017-10-06,2017-10-09,"DOT IN-HOUSE PAVING"
164557,"WEST   26 STREET","11 AVENUE","12 AVENUE","M",2017-10-06,2017-10-09,"DOT IN-HOUSE PAVING"
220853,"WEST   26 STREET","9 AVENUE","10 AVENUE","M",2017-10-06,2017-10-09,"DOT IN-HOUSE PAVING"
220852,"WEST   26 STREET","9 AVENUE","10 AVENUE","M",2017-10-06,2017-10-09,"DOT IN-HOUSE PAVING"
236979,"WEST   26 STREET","HIGH LINE","10 AVENUE","M",2017-10-06,2017-10-09,"DOT IN-HOUSE PAVING"
236980,"WEST   26 STREET","HIGH LINE","11 AVENUE","M",2017-10-06,2017-10-09,"DOT IN-HOUSE PAVING"
9002305,"WEST   26 STREET","9 AVENUE","10 AVENUE","M",2017-10-06,2017-10-09,"DOT IN-HOUSE PAVING"
9002323,"WEST   26 STREET","9 AVENUE","10 AVENUE","M",2017-10-06,2017-10-09,"DOT IN-HOUSE PAVING"
9002326,"WEST   26 STREET","9 AVENUE","10 AVENUE","M",2017-10-06,2017-10-09,"DOT IN-HOUSE PAVING"
9002327,"WEST   26 STREET","9 AVENUE","10 AVENUE","M",2017-10-06,2017-10-09,"DOT IN-HOUSE PAVING"
9002328,"WEST   26 STREET","9 AVENUE","10 AVENUE","M",2017-10-06,2017-10-09,"DOT IN-HOUSE PAVING"
9002329,"WEST   26 STREET","9 AVENUE","10 AVENUE","M",2017-10-06,2017-10-09,"DOT IN-HOUSE PAVING"
9002331,"WEST   26 STREET","9 AVENUE","10 AVENUE","M",2017-10-06,2017-10-09,"DOT IN-HOUSE PAVING"
9002311,"WEST   26 STREET","9 AVENUE","10 AVENUE","M",2017-10-06,2017-10-09,"DOT IN-HOUSE PAVING"
9002316,"WEST   26 STREET","9 AVENUE","10 AVENUE","M",2017-10-06,2017-10-09,"DOT IN-HOUSE PAVING"
9002317,"WEST   26 STREET","9 AVENUE","10 AVENUE","M",2017-10-06,2017-10-09,"DOT IN-HOUSE PAVING"
9002319,"WEST   26 STREET","9 AVENUE","10 AVENUE","M",2017-10-06,2017-10-09,"DOT IN-HOUSE PAVING"
9009470,"WEST   26 STREET","8 AVENUE","9 AVENUE","M",2017-10-06,2017-10-09,"DOT IN-HOUSE PAVING"
9009471,"WEST   26 STREET","8 AVENUE","9 AVENUE","M",2017-10-06,2017-10-09,"DOT IN-HOUSE PAVING"
9009472,"WEST   26 STREET","8 AVENUE","9 AVENUE","M",2017-10-06,2017-10-09,"DOT IN-HOUSE PAVING"
9002310,"WEST   26 STREET","9 AVENUE","10 AVENUE","M",2017-10-06,2017-10-09,"DOT IN-HOUSE PAVING"
9002312,"WEST   26 STREET","9 AVENUE","10 AVENUE","M",2017-10-06,2017-10-09,"DOT IN-HOUSE PAVING"
9002313,"WEST   26 STREET","9 AVENUE","10 AVENUE","M",2017-10-06,2017-10-09,"DOT IN-HOUSE PAVING"
9002320,"WEST   26 STREET","9 AVENUE","10 AVENUE","M",2017-10-06,2017-10-09,"DOT IN-HOUSE PAVING"
9002325,"WEST   26 STREET","9 AVENUE","10 AVENUE","M",2017-10-06,2017-10-09,"DOT IN-HOUSE PAVING"
276137,"DURANT AVENUE","DEAD END","FIELDWAY AVENUE","S",2017-10-06,2017-11-04,"PAVE STREET-W/ ENGINEERING & INSP FEE"
6304,"DURANT AVENUE","DEAD END","FIELDWAY AVENUE","S",2017-10-06,2017-11-04,"PAVE STREET-W/ ENGINEERING & INSP FEE"
48551,"CORNELIA STREET","CYPRESS AVENUE","MYRTLE AVENUE","Q",2017-10-06,2017-12-02,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
23091,"THAMES STREET","GREENWICH STREET","TRINITY PLACE","M",2017-10-06,2017-11-07,"OCCUPANCY OF ROADWAY AS STIPULATED"
100922,"87 AVENUE","235 COURT","CREEDMOOR HOSPITAL BOUNDARY","Q",2017-10-06,2018-01-01,"DEP CONTRACTOR MAJOR INSTALLATION WATER"
106066,"WEST   35 STREET","11 AVENUE","HUDSON BOULEVARD","M",2017-10-05,2017-10-06,"DOT IN-HOUSE PAVING"
164606,"WEST   35 STREET","10 AVENUE","LINCOLN TNNL APPROACH","M",2017-10-05,2017-10-06,"DOT IN-HOUSE PAVING"
164607,"WEST   35 STREET","10 AVENUE","LINCOLN TNNL APPROACH","M",2017-10-05,2017-10-06,"DOT IN-HOUSE PAVING"
164638,"WEST   35 STREET","DYER AVENUE","LINCOLN TNNL APPROACH","M",2017-10-05,2017-10-06,"DOT IN-HOUSE PAVING"
164639,"WEST   35 STREET","DYER AVENUE","LINCOLN TNNL APPROACH","M",2017-10-05,2017-10-06,"DOT IN-HOUSE PAVING"
164640,"WEST   35 STREET","DYER AVENUE","LINCOLN TNNL APPROACH","M",2017-10-05,2017-10-06,"DOT IN-HOUSE PAVING"
164654,"WEST   35 STREET","9 AVENUE","LINCOLN TUNNEL ENTRANCE","M",2017-10-05,2017-10-06,"DOT IN-HOUSE PAVING"
164655,"WEST   35 STREET","DYER AVENUE","LINCOLN TUNNEL ENTRANCE","M",2017-10-05,2017-10-06,"DOT IN-HOUSE PAVING"
164608,"WEST   35 STREET","10 AVENUE","LINCOLN TNNL APPROACH","M",2017-10-05,2017-10-06,"DOT IN-HOUSE PAVING"
276241,"WEST   35 STREET","10 AVENUE","HUDSON BOULEVARD","M",2017-10-05,2017-10-06,"DOT IN-HOUSE PAVING"
276256,"WEST   35 STREET","11 AVENUE","HUDSON BOULEVARD","M",2017-10-05,2017-10-06,"DOT IN-HOUSE PAVING"
276257,"WEST   35 STREET","11 AVENUE","HUDSON BOULEVARD","M",2017-10-05,2017-10-06,"DOT IN-HOUSE PAVING"
33816,"WEST   35 STREET","8 AVENUE","9 AVENUE","M",2017-10-05,2017-10-06,"DOT IN-HOUSE PAVING"
47946,"LIVONIA AVENUE","ASHFORD STREET","WARWICK STREET","B",2017-10-05,2017-10-07,"OCCUPANCY OF ROADWAY AS STIPULATED"
47946,"LIVONIA AVENUE","ASHFORD STREET","WARWICK STREET","B",2017-10-05,2017-10-07,"OCCUPANCY OF SIDEWALK AS STIPULATED"
47946,"LIVONIA AVENUE","ASHFORD STREET","WARWICK STREET","B",2017-10-05,2017-10-07,"PLACE CRANE OR SHOVEL ON STREET"
47946,"LIVONIA AVENUE","ASHFORD STREET","WARWICK STREET","B",2017-10-05,2017-10-07,"RAPID TRANSIT CONSTRUCT/ ALTERATION"
72015,"EAST  172 STREET","WALTON AVENUE","WYTHE PLACE","X",2017-10-05,2017-10-15,"PLACE CRANE OR SHOVEL ON STREET"
72015,"EAST  172 STREET","WALTON AVENUE","WYTHE PLACE","X",2017-10-05,2017-10-15,"OCCUPANCY OF ROADWAY AS STIPULATED"
31901,"BROOME STREET","VARICK STREET","HOLLAND TUNNEL ENTRANCE","M",2017-10-05,2017-10-18,"OCCUPANCY OF ROADWAY AS STIPULATED"
31901,"BROOME STREET","VARICK STREET","HOLLAND TUNNEL ENTRANCE","M",2017-10-05,2017-10-18,"OCCUPANCY OF SIDEWALK AS STIPULATED"
31901,"BROOME STREET","VARICK STREET","HOLLAND TUNNEL ENTRANCE","M",2017-10-05,2017-10-18,"PLACE CRANE OR SHOVEL ON STREET"
8837,"COLLFIELD AVENUE","BELLHAVEN PLACE","DEAD END","S",2017-10-05,2017-10-30,"DOT IN-HOUSE PAVING"
8851,"COLLFIELD AVENUE","AUBURN AVENUE","VICTORY BOULEVARD","S",2017-10-05,2017-10-30,"DOT IN-HOUSE PAVING"
8854,"COLLFIELD AVENUE","AUBURN AVENUE","CASWELL AVENUE","S",2017-10-05,2017-10-30,"DOT IN-HOUSE PAVING"
8880,"COLLFIELD AVENUE","CASWELL AVENUE","WATCHOGUE ROAD","S",2017-10-05,2017-10-30,"DOT IN-HOUSE PAVING"
8885,"COLLFIELD AVENUE","LEONARD AVENUE","WATERS AVENUE","S",2017-10-05,2017-10-30,"DOT IN-HOUSE PAVING"
8883,"COLLFIELD AVENUE","WATCHOGUE ROAD","WATERS AVENUE","S",2017-10-05,2017-10-30,"DOT IN-HOUSE PAVING"
8904,"COLLFIELD AVENUE","LATHROP AVENUE","LEONARD AVENUE","S",2017-10-05,2017-10-30,"DOT IN-HOUSE PAVING"
8923,"COLLFIELD AVENUE","COLLEGE AVENUE","LATHROP AVENUE","S",2017-10-05,2017-10-30,"DOT IN-HOUSE PAVING"
8679,"STEWART AVENUE","BELLHAVEN PLACE","VICTORY BOULEVARD","S",2017-10-05,2017-10-30,"DOT IN-HOUSE PAVING"
8697,"STEWART AVENUE","AUBURN AVENUE","VICTORY BOULEVARD","S",2017-10-05,2017-10-30,"DOT IN-HOUSE PAVING"
8702,"STEWART AVENUE","AUBURN AVENUE","CASWELL AVENUE","S",2017-10-05,2017-10-30,"DOT IN-HOUSE PAVING"
8720,"STEWART AVENUE","CASWELL AVENUE","WATCHOGUE ROAD","S",2017-10-05,2017-10-30,"DOT IN-HOUSE PAVING"
8680,"BELLHAVEN PLACE","DECATUR AVENUE","STEWART AVENUE","S",2017-10-05,2017-10-30,"DOT IN-HOUSE PAVING"
8835,"BELLHAVEN PLACE","COLLFIELD AVENUE","DECATUR AVENUE","S",2017-10-05,2017-10-30,"DOT IN-HOUSE PAVING"
7990,"ARDMORE AVENUE","DAWSON STREET","WILLOWBROOK ROAD","S",2017-10-05,2017-10-30,"DOT IN-HOUSE PAVING"
7992,"ARDMORE AVENUE","DAWSON STREET","WESTWOOD AVENUE","S",2017-10-05,2017-10-30,"DOT IN-HOUSE PAVING"
8980,"ARDMORE AVENUE","SOUTH GANNON AVENUE","WESTWOOD AVENUE","S",2017-10-05,2017-10-30,"DOT IN-HOUSE PAVING"
9197,"CARO STREET","CARMEL AVENUE","DEAD END","S",2017-10-05,2017-10-30,"DOT IN-HOUSE PAVING"
8994,"SHERADEN AVENUE","NORTH GANNON AVENUE","PURDY AVENUE","S",2017-10-05,2017-10-30,"DOT IN-HOUSE PAVING"
217859,"SHERADEN AVENUE","PURDY AVENUE","VICTORY BOULEVARD","S",2017-10-05,2017-10-30,"DOT IN-HOUSE PAVING"
217860,"SHERADEN AVENUE","PURDY AVENUE","VICTORY BOULEVARD","S",2017-10-05,2017-10-30,"DOT IN-HOUSE PAVING"
8836,"COLLFIELD AVENUE","BELLHAVEN PLACE","NORTH GANNON AVENUE","S",2017-10-04,2018-01-01,"CONTRACT ROADWAY MILLING"
8837,"COLLFIELD AVENUE","BELLHAVEN PLACE","DEAD END","S",2017-10-04,2018-01-01,"CONTRACT ROADWAY MILLING"
8851,"COLLFIELD AVENUE","AUBURN AVENUE","VICTORY BOULEVARD","S",2017-10-04,2018-01-01,"CONTRACT ROADWAY MILLING"
8854,"COLLFIELD AVENUE","AUBURN AVENUE","CASWELL AVENUE","S",2017-10-04,2018-01-01,"CONTRACT ROADWAY MILLING"
8880,"COLLFIELD AVENUE","CASWELL AVENUE","WATCHOGUE ROAD","S",2017-10-04,2018-01-01,"CONTRACT ROADWAY MILLING"
8883,"COLLFIELD AVENUE","WATCHOGUE ROAD","WATERS AVENUE","S",2017-10-04,2018-01-01,"CONTRACT ROADWAY MILLING"
8904,"COLLFIELD AVENUE","LATHROP AVENUE","LEONARD AVENUE","S",2017-10-04,2018-01-01,"CONTRACT ROADWAY MILLING"
8885,"COLLFIELD AVENUE","LEONARD AVENUE","WATERS AVENUE","S",2017-10-04,2018-01-01,"CONTRACT ROADWAY MILLING"
8923,"COLLFIELD AVENUE","COLLEGE AVENUE","LATHROP AVENUE","S",2017-10-04,2018-01-01,"CONTRACT ROADWAY MILLING"
8680,"BELLHAVEN PLACE","DECATUR AVENUE","STEWART AVENUE","S",2017-10-04,2018-01-01,"CONTRACT ROADWAY MILLING"
8679,"STEWART AVENUE","BELLHAVEN PLACE","VICTORY BOULEVARD","S",2017-10-04,2018-01-01,"CONTRACT ROADWAY MILLING-PROTECTED"
8835,"BELLHAVEN PLACE","COLLFIELD AVENUE","DECATUR AVENUE","S",2017-10-04,2018-01-01,"CONTRACT ROADWAY MILLING"
8697,"STEWART AVENUE","AUBURN AVENUE","VICTORY BOULEVARD","S",2017-10-04,2018-01-01,"CONTRACT ROADWAY MILLING-PROTECTED"
8702,"STEWART AVENUE","AUBURN AVENUE","CASWELL AVENUE","S",2017-10-04,2018-01-01,"CONTRACT ROADWAY MILLING-PROTECTED"
8720,"STEWART AVENUE","CASWELL AVENUE","WATCHOGUE ROAD","S",2017-10-04,2018-01-01,"CONTRACT ROADWAY MILLING-PROTECTED"
8422,"LAMBERTS LANE","CROTON PLACE","YONA AVENUE","S",2017-10-04,2018-01-01,"CONTRACT ROADWAY MILLING"
8407,"LAMBERTS LANE","AKRON STREET","YONA AVENUE","S",2017-10-04,2018-01-01,"CONTRACT ROADWAY MILLING"
8397,"LAMBERTS LANE","MLK EXPRESSWAY SB EXIT   11","VICTORY BOULEVARD","S",2017-10-04,2018-01-01,"CONTRACT ROADWAY MILLING"
163071,"SHEEPSHEAD BAY ROAD","WEST    6 STREET","WEST    8 STREET","B",2017-10-04,2017-10-07,"OCCUPANCY OF ROADWAY AS STIPULATED"
163071,"SHEEPSHEAD BAY ROAD","WEST    6 STREET","WEST    8 STREET","B",2017-10-04,2017-10-07,"OCCUPANCY OF SIDEWALK AS STIPULATED"
163071,"SHEEPSHEAD BAY ROAD","WEST    6 STREET","WEST    8 STREET","B",2017-10-04,2017-10-07,"PLACE CRANE OR SHOVEL ON STREET"
161679,"47 STREET","3 AVENUE","4 AVENUE","B",2017-10-04,2017-10-09,"DOT IN-HOUSE MILLING"
161680,"47 STREET","3 AVENUE","4 AVENUE","B",2017-10-04,2017-10-09,"DOT IN-HOUSE MILLING"
161681,"47 STREET","3 AVENUE","4 AVENUE","B",2017-10-04,2017-10-09,"DOT IN-HOUSE MILLING"
161701,"47 STREET","4 AVENUE","5 AVENUE","B",2017-10-04,2017-10-09,"DOT IN-HOUSE MILLING"
164659,"WEST   37 STREET","LINCOLN TUNNEL APPROACH","LINCOLN TUNNEL APPROACH","M",2017-10-04,2017-10-05,"DOT IN-HOUSE PAVING"
164660,"WEST   37 STREET","DYER AVENUE","LINCOLN TNNL APPROACH","M",2017-10-04,2017-10-05,"DOT IN-HOUSE PAVING"
164674,"WEST   37 STREET","LINCOLN TUNNEL APPROACH","LINCOLN TUNNEL APPROACH","M",2017-10-04,2017-10-05,"DOT IN-HOUSE PAVING"
164675,"WEST   37 STREET","LINCOLN TUNNEL APPROACH","LINCOLN TUNNEL APPROACH","M",2017-10-04,2017-10-05,"DOT IN-HOUSE PAVING"
20836,"47 STREET","6 AVENUE","7 AVENUE","B",2017-10-04,2017-10-09,"DOT IN-HOUSE MILLING"
20957,"47 STREET","7 AVENUE","8 AVENUE","B",2017-10-04,2017-10-09,"DOT IN-HOUSE MILLING"
19641,"13 AVENUE","72 STREET","73 STREET","B",2017-10-04,2017-10-10,"DOT IN-HOUSE MILLING"
19653,"13 AVENUE","71 STREET","72 STREET","B",2017-10-04,2017-10-10,"DOT IN-HOUSE MILLING"
19766,"13 AVENUE","70 STREET","71 STREET","B",2017-10-04,2017-10-10,"DOT IN-HOUSE MILLING"
19768,"13 AVENUE","70 STREET","BAY RIDGE AVENUE","B",2017-10-04,2017-10-10,"DOT IN-HOUSE MILLING"
20585,"58 STREET","6 AVENUE","7 AVENUE","B",2017-10-04,2017-10-06,"DOT IN-HOUSE MILLING"
20683,"58 STREET","7 AVENUE","8 AVENUE","B",2017-10-04,2017-10-06,"DOT IN-HOUSE MILLING"
20721,"47 STREET","5 AVENUE","6 AVENUE","B",2017-10-04,2017-10-09,"DOT IN-HOUSE MILLING"
60424,"171 STREET","88 AVENUE","HILLSIDE AVENUE","Q",2017-10-04,2017-11-03,"OCCUPANCY OF ROADWAY AS STIPULATED"
161682,"47 STREET","3 AVENUE","4 AVENUE","B",2017-10-04,2017-10-09,"DOT IN-HOUSE MILLING"
161702,"47 STREET","4 AVENUE","5 AVENUE","B",2017-10-04,2017-10-09,"DOT IN-HOUSE MILLING"
19637,"13 AVENUE","74 STREET","BAY RIDGE PARKWAY","B",2017-10-04,2017-10-10,"DOT IN-HOUSE MILLING"
19639,"13 AVENUE","73 STREET","74 STREET","B",2017-10-04,2017-10-10,"DOT IN-HOUSE MILLING"
19770,"13 AVENUE","BAY RIDGE AVENUE","OVINGTON AVENUE","B",2017-10-04,2017-10-10,"DOT IN-HOUSE MILLING"
19772,"13 AVENUE","67 STREET","OVINGTON AVENUE","B",2017-10-04,2017-10-10,"DOT IN-HOUSE MILLING"
19782,"13 AVENUE","66 STREET","67 STREET","B",2017-10-04,2017-10-10,"DOT IN-HOUSE MILLING"
19784,"13 AVENUE","65 STREET","66 STREET","B",2017-10-04,2017-10-10,"DOT IN-HOUSE MILLING"
164676,"WEST   37 STREET","9 AVENUE","LINCOLN TNNL APPROACH","M",2017-10-04,2017-10-05,"DOT IN-HOUSE PAVING"
33670,"WEST   37 STREET","10 AVENUE","DYER AVENUE","M",2017-10-04,2017-10-05,"DOT IN-HOUSE PAVING"
33822,"WEST   37 STREET","8 AVENUE","9 AVENUE","M",2017-10-04,2017-10-05,"DOT IN-HOUSE PAVING"
60424,"171 STREET","88 AVENUE","HILLSIDE AVENUE","Q",2017-10-04,2017-11-03,"PLACE CRANE OR SHOVEL ON STREET"
106113,"WEST   58 STREET","10 AVENUE","11 AVENUE","M",2017-10-04,2017-11-15,"CONTRACT ROADWAY MILLING"
106114,"WEST   58 STREET","10 AVENUE","11 AVENUE","M",2017-10-04,2017-11-15,"CONTRACT ROADWAY MILLING"
262246,"LEONARD STREET","HUDSON STREET","WEST BROADWAY","M",2017-10-04,2017-10-16,"OCCUPANCY OF ROADWAY AS STIPULATED"
262247,"LEONARD STREET","HUDSON STREET","WEST BROADWAY","M",2017-10-04,2017-10-16,"OCCUPANCY OF ROADWAY AS STIPULATED"
262246,"LEONARD STREET","HUDSON STREET","WEST BROADWAY","M",2017-10-04,2017-10-16,"PLACE CRANE OR SHOVEL ON STREET"
262247,"LEONARD STREET","HUDSON STREET","WEST BROADWAY","M",2017-10-04,2017-10-16,"PLACE CRANE OR SHOVEL ON STREET"
126808,"81 STREET","3 AVENUE","4 AVENUE","B",2017-10-03,2017-10-05,"OCCUPANCY OF SIDEWALK AS STIPULATED"
126809,"81 STREET","3 AVENUE","4 AVENUE","B",2017-10-03,2017-10-05,"PLACE CRANE OR SHOVEL ON STREET"
126810,"81 STREET","3 AVENUE","4 AVENUE","B",2017-10-03,2017-10-05,"OCCUPANCY OF ROADWAY AS STIPULATED"
126810,"81 STREET","3 AVENUE","4 AVENUE","B",2017-10-03,2017-10-05,"OCCUPANCY OF SIDEWALK AS STIPULATED"
126810,"81 STREET","3 AVENUE","4 AVENUE","B",2017-10-03,2017-10-05,"PLACE CRANE OR SHOVEL ON STREET"
126811,"81 STREET","3 AVENUE","4 AVENUE","B",2017-10-03,2017-10-05,"OCCUPANCY OF SIDEWALK AS STIPULATED"
