"SEGMENTID","ONSTREETNAME","FROMSTREETNAME","TOSTREETNAME","BOROUGH_CODE","WORK_START_DATE","WORK_END_DATE","PURPOSE"
8225,"PORTAGE AVENUE","GANSEVOORT BOULEVARD","MOUNTAINVIEW AVENUE","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
8227,"PORTAGE AVENUE","MELBA STREET","MOUNTAINVIEW AVENUE","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
8232,"PORTAGE AVENUE","GOWER STREET","MELBA STREET","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
110834,"PORTAGE AVENUE","DEAD END","FANNING STREET","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
11254,"PORTAGE AVENUE","ELVIN STREET","FANNING STREET","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
11258,"PORTAGE AVENUE","ELVIN STREET","MANOR ROAD","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
8240,"DUKE PLACE","GANSEVOORT BOULEVARD","SUFFOLK AVENUE","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
8218,"VERMONT COURT","GANSEVOORT BOULEVARD","SUFFOLK AVENUE","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
8214,"CAROLINA COURT","GANSEVOORT BOULEVARD","SUFFOLK AVENUE","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
8205,"MONROE PLACE","GANSEVOORT BOULEVARD","SUFFOLK AVENUE","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
8203,"CHERRY PLACE","GANSEVOORT BOULEVARD","SUFFOLK AVENUE","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
8204,"GANSEVOORT BOULEVARD","BRIELLE AVENUE","CHERRY PLACE","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
8206,"GANSEVOORT BOULEVARD","CHERRY PLACE","MONROE PLACE","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
8213,"GANSEVOORT BOULEVARD","MONROE PLACE","PORTAGE AVENUE","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
8215,"GANSEVOORT BOULEVARD","CAROLINA COURT","PORTAGE AVENUE","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
8217,"GANSEVOORT BOULEVARD","CAROLINA COURT","HAROLD STREET","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
8219,"GANSEVOORT BOULEVARD","HAROLD STREET","VERMONT COURT","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
8211,"GANSEVOORT BOULEVARD","QUEEN STREET","VERMONT COURT","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
8241,"GANSEVOORT BOULEVARD","DUKE PLACE","QUEEN STREET","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
9662,"GANSEVOORT BOULEVARD","HOLDEN BOULEVARD","WESTWOOD AVENUE","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
8239,"GANSEVOORT BOULEVARD","DUKE PLACE","HOLDEN BOULEVARD","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
9554,"GANSEVOORT BOULEVARD","SOUTH GANNON AVENUE","WESTWOOD AVENUE","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
8151,"SUFFOLK AVENUE","CHERRY PLACE","MONROE PLACE","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
8153,"SUFFOLK AVENUE","BRIELLE AVENUE","CHERRY PLACE","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
8172,"SUFFOLK AVENUE","MONROE PLACE","PORTAGE AVENUE","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
8174,"SUFFOLK AVENUE","CAROLINA COURT","PORTAGE AVENUE","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
8176,"SUFFOLK AVENUE","CAROLINA COURT","HAROLD STREET","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
8177,"SUFFOLK AVENUE","HAROLD STREET","VERMONT COURT","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
29577,"MONROE STREET","BEDFORD AVENUE","FRANKLIN AVENUE","B",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
118412,"MELBA STREET","DEAD END","PORTAGE AVENUE","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
118413,"MELBA STREET","BRIELLE AVENUE","DEAD END","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
120557,"MELBA STREET","DEAD END","HAROLD STREET","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
8231,"MELBA STREET","HAROLD STREET","QUEEN STREET","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
8247,"MELBA STREET","BEND","QUEEN STREET","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
8244,"MELBA STREET","BEND","BEND","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
8246,"MELBA STREET","BEND","HOLDEN BOULEVARD","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
9668,"MELBA STREET","HOLDEN BOULEVARD","WESTWOOD AVENUE","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
9671,"MELBA STREET","SOUTH GANNON AVENUE","WESTWOOD AVENUE","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
110819,"HAROLD STREET","MELBA STREET","MOUNTAINVIEW AVENUE","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
8220,"HAROLD STREET","GANSEVOORT BOULEVARD","MOUNTAINVIEW AVENUE","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
8228,"HAROLD STREET","MELBA STREET","MOUNTAINVIEW AVENUE","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
110818,"HAROLD STREET","GOWER STREET","MELBA STREET","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
110819,"HAROLD STREET","MELBA STREET","MELBA STREET","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
11248,"HAROLD STREET","FANNING STREET","GOWER STREET","S",2017-10-19,2018-01-01,"DDC CONTRACTOR MAJOR RECONSTRUCTION-PROT"
43221,"JEFFERSON AVENUE","MALCOLM X BOULEVARD","STUYVESANT AVENUE","B",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
43331,"JEFFERSON AVENUE","PATCHEN AVENUE","MALCOLM X BOULEVARD","B",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
43442,"JEFFERSON AVENUE","PATCHEN AVENUE","RALPH AVENUE","B",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
43123,"JEFFERSON AVENUE","LEWIS AVENUE","MARCUS GARVEY BOULEVARD","B",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
43215,"JEFFERSON AVENUE","LEWIS AVENUE","STUYVESANT AVENUE","B",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
225057,"JEFFERSON AVENUE","HOWARD AVENUE","SARATOGA AVENUE","B",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
43550,"JEFFERSON AVENUE","HOWARD AVENUE","RALPH AVENUE","B",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
225056,"JEFFERSON AVENUE","HOWARD AVENUE","SARATOGA AVENUE","B",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
22382,"2 STREET","HOYT STREET","SMITH STREET","B",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
22516,"2 STREET","BOND STREET","HOYT STREET","B",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
22523,"2 STREET","BOND STREET","BODY OF WATER","B",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
29471,"MONROE STREET","CLASSON AVENUE","FRANKLIN AVENUE","B",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
29583,"MONROE STREET","BEDFORD AVENUE","NOSTRAND AVENUE","B",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
162227,"1 STREET","4 AVENUE","DENTON PLACE","B",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
162226,"1 STREET","4 AVENUE","DENTON PLACE","B",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
22768,"1 STREET","DENTON PLACE","WHITWELL PLACE","B",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
37274,"WEST   96 STREET","RIVERSIDE DRIVE","WEST END AVENUE","M",2017-10-19,2017-10-24,"DOT IN-HOUSE PAVING"
165957,"WEST   96 STREET","BROADWAY","WEST END AVENUE","M",2017-10-19,2017-10-24,"DOT IN-HOUSE PAVING"
165958,"WEST   96 STREET","BROADWAY","WEST END AVENUE","M",2017-10-19,2017-10-24,"DOT IN-HOUSE PAVING"
165963,"WEST   96 STREET","AMSTERDAM AVENUE","BROADWAY","M",2017-10-19,2017-10-24,"DOT IN-HOUSE PAVING"
165964,"WEST   96 STREET","AMSTERDAM AVENUE","BROADWAY","M",2017-10-19,2017-10-24,"DOT IN-HOUSE PAVING"
37426,"WEST   96 STREET","AMSTERDAM AVENUE","COLUMBUS AVENUE","M",2017-10-19,2017-10-24,"DOT IN-HOUSE PAVING"
218732,"WEST   96 STREET","CENTRAL PARK WEST","COLUMBUS AVENUE","M",2017-10-19,2017-10-24,"DOT IN-HOUSE PAVING"
218733,"WEST   96 STREET","CENTRAL PARK WEST","COLUMBUS AVENUE","M",2017-10-19,2017-10-24,"DOT IN-HOUSE PAVING"
164606,"WEST   35 STREET","10 AVENUE","LINCOLN TNNL APPROACH","M",2017-10-18,2017-10-20,"DOT IN-HOUSE PAVING"
164607,"WEST   35 STREET","10 AVENUE","LINCOLN TNNL APPROACH","M",2017-10-18,2017-10-20,"DOT IN-HOUSE PAVING"
164608,"WEST   35 STREET","10 AVENUE","LINCOLN TNNL APPROACH","M",2017-10-18,2017-10-20,"DOT IN-HOUSE PAVING"
164639,"WEST   35 STREET","DYER AVENUE","LINCOLN TNNL APPROACH","M",2017-10-18,2017-10-20,"DOT IN-HOUSE PAVING"
164640,"WEST   35 STREET","DYER AVENUE","LINCOLN TNNL APPROACH","M",2017-10-18,2017-10-20,"DOT IN-HOUSE PAVING"
22410,"DE GRAW STREET","COURT STREET","SMITH STREET","B",2017-10-18,2017-10-25,"DOT IN-HOUSE PAVING"
9004843,"RUTLAND ROAD","EAST   91 STREET","EAST   92 STREET","B",2017-10-18,2017-10-23,"DOT IN-HOUSE MILLING"
9004844,"RUTLAND ROAD","EAST   91 STREET","EAST   92 STREET","B",2017-10-18,2017-10-23,"DOT IN-HOUSE MILLING"
127145,"12 AVENUE","72 STREET","73 STREET","B",2017-10-18,2017-10-23,"DOT IN-HOUSE PAVING"
127146,"12 AVENUE","72 STREET","73 STREET","B",2017-10-18,2017-10-23,"DOT IN-HOUSE PAVING"
127147,"12 AVENUE","72 STREET","73 STREET","B",2017-10-18,2017-10-23,"DOT IN-HOUSE PAVING"
127148,"12 AVENUE","71 STREET","72 STREET","B",2017-10-18,2017-10-23,"DOT IN-HOUSE PAVING"
127149,"12 AVENUE","71 STREET","72 STREET","B",2017-10-18,2017-10-23,"DOT IN-HOUSE PAVING"
128525,"RUTLAND ROAD","EAST   91 STREET","REMSEN AVENUE","B",2017-10-18,2017-10-23,"DOT IN-HOUSE MILLING"
164638,"WEST   35 STREET","DYER AVENUE","LINCOLN TNNL APPROACH","M",2017-10-18,2017-10-20,"DOT IN-HOUSE PAVING"
164654,"WEST   35 STREET","9 AVENUE","LINCOLN TUNNEL ENTRANCE","M",2017-10-18,2017-10-20,"DOT IN-HOUSE PAVING"
164655,"WEST   35 STREET","DYER AVENUE","LINCOLN TUNNEL ENTRANCE","M",2017-10-18,2017-10-20,"DOT IN-HOUSE PAVING"
44430,"STANWIX STREET","FLUSHING AVENUE","MONTIETH STREET","B",2017-10-18,2017-10-20,"OCCUPANCY OF ROADWAY AS STIPULATED"
44430,"STANWIX STREET","FLUSHING AVENUE","MONTIETH STREET","B",2017-10-18,2017-10-20,"PLACE CRANE OR SHOVEL ON STREET"
22405,"DE GRAW STREET","CLINTON STREET","TOMPKINS PLACE","B",2017-10-18,2017-10-25,"DOT IN-HOUSE PAVING"
22406,"DE GRAW STREET","COURT STREET","TOMPKINS PLACE","B",2017-10-18,2017-10-25,"DOT IN-HOUSE PAVING"
22538,"DE GRAW STREET","BOND STREET","HOYT STREET","B",2017-10-18,2017-10-25,"DOT IN-HOUSE PAVING"
22540,"DE GRAW STREET","HOYT STREET","SMITH STREET","B",2017-10-18,2017-10-25,"DOT IN-HOUSE PAVING"
9009708,"MONTIETH STREET","BUSHWICK AVENUE","STANWIX STREET","B",2017-10-18,2017-10-20,"OCCUPANCY OF ROADWAY AS STIPULATED"
9009708,"MONTIETH STREET","BUSHWICK AVENUE","STANWIX STREET","B",2017-10-18,2017-10-20,"PLACE CRANE OR SHOVEL ON STREET"
9009709,"MONTIETH STREET","BUSHWICK AVENUE","STANWIX STREET","B",2017-10-18,2017-10-20,"OCCUPANCY OF ROADWAY AS STIPULATED"
9009709,"MONTIETH STREET","BUSHWICK AVENUE","STANWIX STREET","B",2017-10-18,2017-10-20,"PLACE CRANE OR SHOVEL ON STREET"
188539,"ADAMS STREET","BEND","PROSPECT STREET","B",2017-10-18,2017-10-20,"DOT IN-HOUSE PAVING"
31901,"BROOME STREET","VARICK STREET","HOLLAND TUNNEL ENTRANCE","M",2017-10-18,2017-11-01,"OCCUPANCY OF ROADWAY AS STIPULATED"
31901,"BROOME STREET","VARICK STREET","HOLLAND TUNNEL ENTRANCE","M",2017-10-18,2017-11-01,"OCCUPANCY OF SIDEWALK AS STIPULATED"
31901,"BROOME STREET","VARICK STREET","HOLLAND TUNNEL ENTRANCE","M",2017-10-18,2017-11-01,"PLACE CRANE OR SHOVEL ON STREET"
162275,"ST MARKS PLACE","3 AVENUE","4 AVENUE","B",2017-10-18,2017-11-19,"OCCUPANCY OF ROADWAY AS STIPULATED"
106066,"WEST   35 STREET","11 AVENUE","HUDSON BOULEVARD","M",2017-10-18,2017-10-20,"DOT IN-HOUSE PAVING"
162569,"STATE STREET","BOERUM PLACE","COURT STREET","B",2017-10-18,2017-10-20,"DOT IN-HOUSE PAVING"
162570,"STATE STREET","BOERUM PLACE","COURT STREET","B",2017-10-18,2017-10-20,"DOT IN-HOUSE PAVING"
162573,"STATE STREET","BOERUM PLACE","SMITH STREET","B",2017-10-18,2017-10-20,"DOT IN-HOUSE PAVING"
162274,"ST MARKS PLACE","3 AVENUE","4 AVENUE","B",2017-10-18,2017-11-19,"OCCUPANCY OF ROADWAY AS STIPULATED"
162274,"ST MARKS PLACE","3 AVENUE","4 AVENUE","B",2017-10-18,2017-11-19,"PLACE CRANE OR SHOVEL ON STREET"
162275,"ST MARKS PLACE","3 AVENUE","4 AVENUE","B",2017-10-18,2017-11-19,"PLACE CRANE OR SHOVEL ON STREET"
162574,"STATE STREET","BOERUM PLACE","SMITH STREET","B",2017-10-18,2017-10-20,"DOT IN-HOUSE PAVING"
162750,"ADAMS STREET","BROOKLYN QNS EXPRESSWAY","PROSPECT STREET","B",2017-10-18,2017-10-20,"DOT IN-HOUSE PAVING"
162751,"ADAMS STREET","BROOKLYN QNS EXPRESSWAY","PROSPECT STREET","B",2017-10-18,2017-10-20,"DOT IN-HOUSE PAVING"
162758,"ADAMS STREET","BROOKLYN QNS EXPRESSWAY","YORK STREET","B",2017-10-18,2017-10-20,"DOT IN-HOUSE PAVING"
162759,"ADAMS STREET","BROOKLYN QNS EXPRESSWAY","YORK STREET","B",2017-10-18,2017-10-20,"DOT IN-HOUSE PAVING"
188538,"ADAMS STREET","BEND","PROSPECT STREET","B",2017-10-18,2017-10-20,"DOT IN-HOUSE PAVING"
24298,"ADAMS STREET","FRONT STREET","YORK STREET","B",2017-10-18,2017-10-20,"DOT IN-HOUSE PAVING"
276241,"WEST   35 STREET","10 AVENUE","HUDSON BOULEVARD","M",2017-10-18,2017-10-20,"DOT IN-HOUSE PAVING"
276256,"WEST   35 STREET","11 AVENUE","HUDSON BOULEVARD","M",2017-10-18,2017-10-20,"DOT IN-HOUSE PAVING"
276257,"WEST   35 STREET","11 AVENUE","HUDSON BOULEVARD","M",2017-10-18,2017-10-20,"DOT IN-HOUSE PAVING"
128526,"RUTLAND ROAD","EAST   91 STREET","REMSEN AVENUE","B",2017-10-18,2017-10-23,"DOT IN-HOUSE MILLING"
33816,"WEST   35 STREET","8 AVENUE","9 AVENUE","M",2017-10-18,2017-10-20,"DOT IN-HOUSE PAVING"
19529,"12 AVENUE","74 STREET","BAY RIDGE PARKWAY","B",2017-10-18,2017-10-23,"DOT IN-HOUSE PAVING"
19537,"12 AVENUE","73 STREET","74 STREET","B",2017-10-18,2017-10-23,"DOT IN-HOUSE PAVING"
43337,"RUTLAND ROAD","EAST   92 STREET","EAST   93 STREET","B",2017-10-18,2017-10-23,"DOT IN-HOUSE MILLING"
9004845,"RUTLAND ROAD","EAST   91 STREET","EAST   92 STREET","B",2017-10-18,2017-10-23,"DOT IN-HOUSE MILLING"
182496,"COMMONWEALTH BOULEVARD","76 AVENUE","244 STREET","Q",2017-10-18,2018-01-01,"CONTRACT ROADWAY MILLING"
182497,"COMMONWEALTH BOULEVARD","76 AVENUE","244 STREET","Q",2017-10-18,2018-01-01,"CONTRACT ROADWAY MILLING"
101992,"COMMONWEALTH BOULEVARD","76 AVENUE","GRAND CENTRL PARKWAY","Q",2017-10-18,2018-01-01,"CONTRACT ROADWAY MILLING"
259421,"COMMONWEALTH BOULEVARD","76 AVENUE","GRAND CENTRL PARKWAY","Q",2017-10-18,2018-01-01,"CONTRACT ROADWAY MILLING"
259422,"COMMONWEALTH BOULEVARD","76 AVENUE","GRAND CENTRL PARKWAY","Q",2017-10-18,2018-01-01,"CONTRACT ROADWAY MILLING"
107691,"COMMONWEALTH BOULEVARD","246 STREET","247 STREET","Q",2017-10-18,2018-01-01,"CONTRACT ROADWAY MILLING"
102028,"COMMONWEALTH BOULEVARD","247 STREET","MARATHON PARKWAY","Q",2017-10-18,2018-01-01,"CONTRACT ROADWAY MILLING"
103236,"264 STREET","60 AVENUE","60 ROAD","Q",2017-10-18,2018-01-01,"CONTRACT ROADWAY MILLING"
103238,"264 STREET","60 ROAD","GRAND CENTRL PARKWAY","Q",2017-10-18,2018-01-01,"CONTRACT ROADWAY MILLING"
103156,"262 STREET","60 ROAD","61 AVENUE","Q",2017-10-18,2018-01-01,"CONTRACT ROADWAY MILLING"
103245,"264 STREET","58 AVENUE","60 AVENUE","Q",2017-10-18,2018-01-01,"CONTRACT ROADWAY MILLING"
103154,"262 STREET","59 AVENUE","60 AVENUE","Q",2017-10-18,2018-01-01,"CONTRACT ROADWAY MILLING"
103152,"262 STREET","60 AVENUE","60 ROAD","Q",2017-10-18,2018-01-01,"CONTRACT ROADWAY MILLING"
117662,"60 ROAD","264 STREET","HEWLETT STREET","Q",2017-10-18,2018-01-01,"CONTRACT ROADWAY MILLING"
117663,"60 ROAD","264 STREET","HEWLETT STREET","Q",2017-10-18,2018-01-01,"CONTRACT ROADWAY MILLING"
117660,"60 AVENUE","264 STREET","HEWLETT STREET","Q",2017-10-18,2018-01-01,"CONTRACT ROADWAY MILLING"
117661,"60 AVENUE","264 STREET","HEWLETT STREET","Q",2017-10-18,2018-01-01,"CONTRACT ROADWAY MILLING"
103157,"60 ROAD","262 STREET","264 STREET","Q",2017-10-18,2018-01-01,"CONTRACT ROADWAY MILLING"
103153,"60 AVENUE","262 STREET","264 STREET","Q",2017-10-18,2018-01-01,"CONTRACT ROADWAY MILLING"
103150,"60 AVENUE","260 STREET","262 STREET","Q",2017-10-18,2018-01-01,"CONTRACT ROADWAY MILLING"
103151,"260 STREET","59 AVENUE","60 AVENUE","Q",2017-10-18,2018-01-01,"CONTRACT ROADWAY MILLING"
103164,"260 STREET","58 AVENUE","59 AVENUE","Q",2017-10-18,2018-01-01,"CONTRACT ROADWAY MILLING"
103158,"260 STREET","57 AVENUE","DEAD END","Q",2017-10-18,2018-01-01,"CONTRACT ROADWAY MILLING"
103052,"60 AVENUE","256 STREET","LITTLE NECK PARKWAY","Q",2017-10-18,2018-01-01,"CONTRACT ROADWAY MILLING"
103173,"263 STREET","57 AVENUE","DEAD END","Q",2017-10-18,2018-01-01,"CONTRACT ROADWAY MILLING"
101926,"60 AVENUE","246 PLACE","MARATHON PARKWAY","Q",2017-10-18,2018-01-01,"CONTRACT ROADWAY MILLING"
101839,"248 STREET","51 AVENUE","52 AVENUE","Q",2017-10-18,2018-01-01,"CONTRACT ROADWAY MILLING"
101835,"248 STREET","CAMBRIA AVENUE","VAN ZANDT AVENUE","Q",2017-10-18,2018-01-01,"CONTRACT ROADWAY MILLING"
101837,"248 STREET","51 AVENUE","VAN ZANDT AVENUE","Q",2017-10-18,2018-01-01,"CONTRACT ROADWAY MILLING"
101833,"248 STREET","CAMBRIA AVENUE","DEEPDALE AVENUE","Q",2017-10-18,2018-01-01,"CONTRACT ROADWAY MILLING"
117529,"248 STREET","CAMBRIA AVENUE","DEEPDALE AVENUE","Q",2017-10-18,2018-01-01,"CONTRACT ROADWAY MILLING"
117528,"248 STREET","DEEPDALE AVENUE","RUSHMORE AVENUE","Q",2017-10-18,2018-01-01,"CONTRACT ROADWAY MILLING"
117529,"248 STREET","DEEPDALE AVENUE","RUSHMORE AVENUE","Q",2017-10-18,2018-01-01,"CONTRACT ROADWAY MILLING"
101762,"248 STREET","RUSHMORE AVENUE","THEBES AVENUE","Q",2017-10-18,2018-01-01,"CONTRACT ROADWAY MILLING"
109985,"248 STREET","NORTHERN BOULEVARD","THEBES AVENUE","Q",2017-10-18,2018-01-01,"CONTRACT ROADWAY MILLING"
109986,"248 STREET","NORTHERN BOULEVARD","THEBES AVENUE","Q",2017-10-18,2018-01-01,"CONTRACT ROADWAY MILLING"
102669,"COMMONWEALTH BOULEVARD","89 AVENUE","90 AVENUE","Q",2017-10-18,2018-01-01,"CONTRACT ROADWAY MILLING"
102673,"COMMONWEALTH BOULEVARD","89 AVENUE","90 AVENUE","Q",2017-10-18,2018-01-01,"CONTRACT ROADWAY MILLING"
81686,"63 AVENUE","AUSTIN STREET","DEAD END","Q",2017-10-18,2018-01-01,"CONTRACT ROADWAY MILLING"
102034,"63 AVENUE","251 STREET","252 STREET","Q",2017-10-18,2018-01-01,"CONTRACT ROADWAY MILLING"
132110,"63 AVENUE","251 STREET","MARATHON PARKWAY","Q",2017-10-18,2018-01-01,"CONTRACT ROADWAY MILLING"
132111,"63 AVENUE","251 STREET","MARATHON PARKWAY","Q",2017-10-18,2018-01-01,"CONTRACT ROADWAY MILLING"
117565,"63 AVENUE","BEND","NORTH HILLS GOLF BOUNDARY","Q",2017-10-18,2018-01-01,"CONTRACT ROADWAY MILLING"
89895,"63 AVENUE","136 STREET","CEDAR GROVE CEMETERY BOUNDARY","Q",2017-10-18,2018-01-01,"CONTRACT ROADWAY MILLING"
82306,"63 AVENUE","APEX PLACE","YELLOWSTONE BOULEVARD","Q",2017-10-18,2018-01-01,"CONTRACT ROADWAY MILLING"
81689,"63 AVENUE","BOOTH STREET","WETHEROLE STREET","Q",2017-10-18,2018-01-01,"CONTRACT ROADWAY MILLING"
81701,"63 AVENUE","BOOTH STREET","SAUNDERS STREET","Q",2017-10-18,2018-01-01,"CONTRACT ROADWAY MILLING"
81687,"63 AVENUE","AUSTIN STREET","WETHEROLE STREET","Q",2017-10-18,2018-01-01,"CONTRACT ROADWAY MILLING"
8071,"ROANOKE STREET","SOREN STREET","WASHINGTON AVENUE","S",2017-10-18,2017-11-13,"DOT IN-HOUSE PAVING"
110791,"ROANOKE STREET","BEND","SOREN STREET","S",2017-10-18,2017-11-13,"DOT IN-HOUSE PAVING"
110790,"ROANOKE STREET","BEND","BRIELLE AVENUE","S",2017-10-18,2017-11-13,"DOT IN-HOUSE PAVING"
44186,"MESEROLE STREET","BUSHWICK AVENUE","HUMBOLDT STREET","B",2017-10-18,2017-11-02,"DEP CONTRACTOR MAJOR INSTALLATION SEWER"
8048,"BIRCHARD AVENUE","SUNSET AVENUE","WILLOWBROOK ROAD","S",2017-10-18,2017-11-06,"DOT IN-HOUSE PAVING"
8050,"BIRCHARD AVENUE","PRESIDENT STREET","WILLOWBROOK ROAD","S",2017-10-18,2017-11-06,"DOT IN-HOUSE PAVING"
8044,"WARWICK AVENUE","BEND","SHERADEN AVENUE","S",2017-10-18,2017-11-13,"DOT IN-HOUSE PAVING"
9165,"WARWICK AVENUE","BEND","WESTWOOD AVENUE","S",2017-10-18,2017-11-13,"DOT IN-HOUSE PAVING"
9167,"WARWICK AVENUE","ASH PLACE","WESTWOOD AVENUE","S",2017-10-18,2017-11-13,"DOT IN-HOUSE PAVING"
9164,"WARWICK AVENUE","ASH PLACE","SOUTH GANNON AVENUE","S",2017-10-18,2017-11-13,"DOT IN-HOUSE PAVING"
8020,"HAROLD STREET","FIELDS AVENUE","FOREST HILL ROAD","S",2017-10-18,2017-11-13,"DOT IN-HOUSE PAVING"
8026,"HAROLD STREET","FIELDS AVENUE","JOSEPH AVENUE","S",2017-10-18,2017-11-13,"DOT IN-HOUSE PAVING"
8028,"HAROLD STREET","WASHINGTON AVENUE","JOSEPH AVENUE","S",2017-10-18,2017-11-13,"DOT IN-HOUSE PAVING"
7992,"ARDMORE AVENUE","DAWSON STREET","WESTWOOD AVENUE","S",2017-10-18,2017-11-06,"DOT IN-HOUSE PAVING"
7990,"ARDMORE AVENUE","DAWSON STREET","WILLOWBROOK ROAD","S",2017-10-18,2017-11-06,"DOT IN-HOUSE PAVING"
8980,"ARDMORE AVENUE","SOUTH GANNON AVENUE","WESTWOOD AVENUE","S",2017-10-18,2017-11-06,"DOT IN-HOUSE PAVING"
